Initialize buffers
//rem 2026-03-09 Copilot: DEBUG AUDIT applied b[00][14] CRC DID_HB fix, voltage byte offset fix, UDS PCI fix.
//rem 2026-03-11 Copilot: ARXML-compliant. VehTi field packing: Year-12b, Month-4b, Day-6b, Hr-5b, Min-6b, Sec-7b (see code).
[7712] Startup initiated
[15419] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[15426] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[15433] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[15440] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[15446] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[15453] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[15460] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[15467] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[15473] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[15480] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[15487] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[15494] RX CAN ID: 0x131 Len: 8 Data: E2 4B 00 00 E3 02 43 00
[15499] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[15506] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 8F 6C 10 01 FF FF FF FF CRC:0x8F
[15513] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 30 5C 8C F8 00 F8 FF FF CRC:0x30
[15520] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[15526] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[15533] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[15540] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[15547] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[15553] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[15560] RX CAN ID: 0x720 Len: 8 Data: 00 50 80 87 FF FF FF FF
[15566] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[15573] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[15579] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[15586] RX CAN ID: 0x131 Len: 8 Data: 6C 4C 00 00 E3 02 43 00
[15592] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[15599] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[15605] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[15612] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 00 6D 10 01 FF FF FF FF CRC:0x00
[15619] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 5A 5D 8C F8 00 F8 FF FF CRC:0x5A
[15626] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[15632] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[15639] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[15646] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[15653] Pack Voltage (decoded): 153.700  RAW 0x136: F9 25 01 16 00 00 90 FF
[15659] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[15666] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[15673] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[15680] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[15687] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[15693] RX CAN ID: 0x131 Len: 8 Data: 31 4D 00 00 E3 02 43 00
[15699] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[15706] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[15712] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[15719] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 8C 6E 10 01 FF FF FF FF CRC:0x8C
[15726] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: E4 5E 8C F8 00 F8 FF FF CRC:0xE4
[15733] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[15740] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[15747] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[15753] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[15760] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[15767] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[15774] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[15780] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[15787] RX CAN ID: 0x131 Len: 8 Data: D6 4E 00 00 E3 02 43 00
[15793] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[15800] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[15806] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[15813] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[15820] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[15827] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 0A 61 10 01 FF FF FF FF CRC:0x0A
[15833] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 98 51 8C F8 00 F8 FF FF CRC:0x98
[15840] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[15847] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[15854] Pack Voltage (decoded): 153.700  RAW 0x136: 3C 2A 01 16 00 00 90 FF
[15860] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[15867] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[15874] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[15881] RX CAN ID: 0x131 Len: 8 Data: D7 40 00 00 E3 02 43 00
[15886] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[15893] Pack Voltage (decoded): 153.700  RAW 0x136: BA 20 01 16 00 00 90 FF
[15900] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[15907] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[15913] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[15920] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[15927] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[15934] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 86 62 10 01 FF FF FF FF CRC:0x86
[15941] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 26 52 8C F8 00 F8 FF FF CRC:0x26
[15947] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[15953] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[15960] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[15966] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[15973] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[15980] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[15987] RX CAN ID: 0x131 Len: 8 Data: 8A 41 00 00 E3 02 43 00
[15992] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[15999] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[16006] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[16013] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[16019] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[16026] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[16033] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[16040] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 09 63 10 01 FF FF FF FF CRC:0x09
[16047] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 4C 53 8C F8 00 F8 FF FF CRC:0x4C
[16053] Pack Voltage (decoded): 153.700  RAW 0x136: BA 20 01 16 00 00 90 FF
[16060] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[16067] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[16074] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[16081] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[16087] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[16094] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[16101] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[16108] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[16114] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[16121] TX-VEHTIME CAN ID: 0x600 Len: 8 Data: 55 37 2D 80 10 00 00 00 CRC:0x55
[16128] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[16135] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[16142] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 83 64 10 01 FF FF FF FF CRC:0x83
[16148] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 47 54 8C F8 00 F8 FF FF CRC:0x47
[16155] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[16161] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[16168] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[16174] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[16181] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[16188] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[16195] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[16201] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[16208] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[16215] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[16222] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[16228] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[16235] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[16242] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[16249] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 0C 65 10 01 FF FF FF FF CRC:0x0C
[16256] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 2D 55 8C F8 00 F8 FF FF CRC:0x2D
[16262] Pack Voltage (decoded): 153.700  RAW 0x136: F9 25 01 16 00 00 90 FF
[16269] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[16276] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[16283] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[16290] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[16296] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[16303] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[16310] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[16317] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[16323] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[16330] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[16337] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[16344] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[16349] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[16356] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 80 66 10 01 FF FF FF FF CRC:0x80
[16363] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 93 56 8C F8 00 F8 FF FF CRC:0x93
[16370] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[16376] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[16383] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[16390] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[16397] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[16403] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[16410] RX CAN ID: 0x131 Len: 8 Data: E3 45 00 00 E3 02 43 00
[16416] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[16423] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[16429] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[16436] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[16443] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[16450] Pack Voltage (decoded): 153.700  RAW 0x136: 3C 2A 01 16 00 00 90 FF
[16456] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[16463] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 0F 67 10 01 FF FF FF FF CRC:0x0F
[16470] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: F9 57 8C F8 00 F8 FF FF CRC:0xF9
[16477] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[16484] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[16490] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[16497] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[16504] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[16511] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[16518] RX CAN ID: 0x131 Len: 8 Data: 04 46 00 00 E3 02 43 00
[16523] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[16530] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[16536] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[16543] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[16549] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[16556] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[16562] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[16569] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 89 68 10 01 FF FF FF FF CRC:0x89
[16576] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 85 58 8C F8 00 F8 FF FF CRC:0x85
[16583] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[16590] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[16596] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[16603] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[16610] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[16617] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[16624] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[16630] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[16637] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[16643] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[16649] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[16656] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[16663] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[16670] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[16677] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 06 69 10 01 FF FF FF FF CRC:0x06
[16683] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: EF 59 8C F8 00 F8 FF FF CRC:0xEF
[16690] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[16697] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[16704] RX CAN ID: 0x131 Len: 8 Data: 05 48 00 00 E3 02 43 00
[16709] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[16716] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[16723] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[16730] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[16735] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[16742] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[16749] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[16755] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[16762] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[16769] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[16776] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[16783] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 8A 6A 10 01 FF FF FF FF CRC:0x8A
[16789] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 51 5A 8C F8 00 F8 FF FF CRC:0x51
[16796] RX CAN ID: 0x131 Len: 8 Data: 58 49 00 00 E3 02 43 00
[16802] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[16809] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[16815] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[16822] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[16829] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[16836] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[16842] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[16849] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[16856] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[16863] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[16869] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[16876] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[16883] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[16890] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 05 6B 10 01 FF FF FF FF CRC:0x05
[16897] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 3B 5B 8C F8 00 F8 FF FF CRC:0x3B
[16903] RX CAN ID: 0x131 Len: 8 Data: BF 4A 00 00 E3 02 43 00
[16909] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[16916] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[16922] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[16929] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[16936] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[16943] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[16949] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[16956] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[16963] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[16970] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[16977] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[16983] RX CAN ID: 0x131 Len: 8 Data: E2 4B 00 00 E3 02 43 00
[16989] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[16996] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 8F 6C 10 01 FF FF FF FF CRC:0x8F
[17003] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 30 5C 8C F8 00 F8 FF FF CRC:0x30
[17009] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[17016] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[17023] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[17030] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[17037] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[17043] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[17050] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[17057] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[17064] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[17070] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[17077] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[17084] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[17091] RX CAN ID: 0x131 Len: 8 Data: 6C 4C 00 00 E3 02 43 00
[17096] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
